rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
1272,2400,MediaEntertainment,Kalanithi Maran,57,India,Chennai,Media,MediaEntertainment,India,,TRUE,E,M,7/26/1965 0:00,Maran,Kalanithi,,4/4/2023 5:01,,,1965,7,26,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1272,2400,FinanceInvestments,Jed McCaleb,48,United States,Berkeley,Cryptocurrency,FinanceInvestments,United States,,TRUE,D,M,1/1/1975 0:00,McCaleb,Jed,,4/4/2023 5:01,California,West,1975,1,1,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1272,2400,Manufacturing,Fatih Ozmen,65,United States,Reno,Aerospace,Manufacturing,United States,,TRUE,D,M,2/2/1958 0:00,Ozmen,Fatih,,4/4/2023 5:01,Nevada,West,1958,2,2,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1272,2400,FoodBeverage,Pan Laican,,China,foshan,Soy sauce,FoodBeverage,China,,TRUE,D,M,,Pan,Laican,,4/4/2023 5:01,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1272,2400,MetalsMining,Tor Peterson,58,Switzerland,Zug,Commodities,MetalsMining,United States,,TRUE,D,M,8/7/1964 0:00,Peterson,Tor,,4/4/2023 5:01,,,1964,8,7,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
1272,2400,FinanceInvestments,Daniel Pritzker,63,United States,Marin County,"Hotels, investments",FinanceInvestments,United States,,FALSE,D,M,9/15/1959 0:00,Pritzker,Daniel,,4/4/2023 5:01,California,West,1959,9,15,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1272,2400,Real Estate,Jinxing Qi,61,China,Hangzhou,Real estate,Real Estate,China,,TRUE,U,M,3/28/1962 0:00,Qi,Jinxing,,4/4/2023 5:01,,,1962,3,28,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1272,2400,Manufacturing,Qiu Jianpingfamily,61,China,Hangzhou,Hand tools,Manufacturing,China,,TRUE,U,M,1/28/1962 0:00,Qiu,Jianping,,4/4/2023 5:01,,,1962,1,28,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1272,2400,Diversified,Rajan Rahejafamily,68,India,Mumbai,Diversified,Diversified,India,,FALSE,E,M,6/1/1954 0:00,Raheja,Rajan,,4/4/2023 5:01,,,1954,6,1,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1272,2400,FinanceInvestments,Matthias Reinhart,63,Switzerland,Zurich,Financial services,FinanceInvestments,Switzerland,,TRUE,D,M,1/1/1960 0:00,Reinhart,Matthias,,4/4/2023 5:01,,,1960,1,1,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
1272,2400,Technology,Arnout Schuijff,55,Netherlands,Amsterdam,Payments software,Technology,Netherlands,,TRUE,D,M,10/16/1967 0:00,Schuijff,Arnout,,4/4/2023 5:01,,,1967,10,16,115.91,2.6,"$909,070,395,161 ",85,104.2,81.8,23,41.2,17332850,52.132633,5.291266
1272,2400,Diversified,Hans Sy,67,Philippines,Manila,Diversified,Diversified,Philippines,,FALSE,D,M,9/29/1955 0:00,Sy,Hans,,4/4/2023 5:01,,,1955,9,29,129.61,2.5,"$376,795,508,680 ",35.5,107.5,71.1,14,43.1,108116615,12.879721,121.774017
1272,2400,Diversified,Herbert Sy,66,Philippines,Manila,Diversified,Diversified,Philippines,,FALSE,D,M,10/1/1956 0:00,Sy,Herbert,,4/4/2023 5:01,,,1956,10,1,129.61,2.5,"$376,795,508,680 ",35.5,107.5,71.1,14,43.1,108116615,12.879721,121.774017
1272,2400,Diversified,Lucio Tan,88,Philippines,Manila,Diversified,Diversified,Philippines,,TRUE,U,M,7/17/1934 0:00,Tan,Lucio,,4/4/2023 5:01,,,1934,7,17,129.61,2.5,"$376,795,508,680 ",35.5,107.5,71.1,14,43.1,108116615,12.879721,121.774017
1272,2400,Technology,Tsai Ming-kai,72,Taiwan,Hsinchu,Semiconductors,Technology,Taiwan,,TRUE,D,M,4/6/1950 0:00,Tsai,Ming-kai,,4/4/2023 5:01,,,1950,4,6,,,,,,,,,,,
1272,2400,MediaEntertainment,Ted Turner,84,United States,Atlanta,Cable television,MediaEntertainment,United States,,FALSE,U,M,11/19/1938 0:00,Turner,Ted,,4/4/2023 5:01,Georgia,South,1938,11,19,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1272,2400,Real Estate,David Walentas,84,United States,New York,Real estate,Real Estate,United States,,TRUE,U,M,8/7/1938 0:00,Walentas,David,,4/4/2023 5:01,New York,Northeast,1938,8,7,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1272,2400,FinanceInvestments,Urs Wietlisbach,61,Switzerland,Zug,Private equity,FinanceInvestments,Switzerland,,TRUE,D,M,8/25/1961 0:00,Wietlisbach,Urs,,4/4/2023 5:01,,,1961,8,25,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
1272,2400,Technology,Jerry Yang,54,United States,Los Altos Hills,Yahoo,Technology,United States,Yahoo!,TRUE,D,M,11/6/1968 0:00,Yang,Jerry,Cofounder,4/4/2023 5:01,California,West,1968,11,6,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1272,2400,Manufacturing,Yang Jianliangfamily,53,China,Wuxi,Machinery,Manufacturing,China,,TRUE,D,M,6/1/1969 0:00,Yang,Jianliang,,4/4/2023 5:01,,,1969,6,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1272,2400,Manufacturing,Yang Weidongfamily,54,China,Jiaxing,Chemicals,Manufacturing,China,,TRUE,D,M,9/9/1968 0:00,Yang,Weidong,,4/4/2023 5:01,,,1968,9,9,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1272,2400,Real Estate,Mortimer Zuckerman,85,United States,New York,"Real estate, media",Real Estate,United States,Boston Properties,TRUE,D,M,6/4/1937 0:00,Zuckerman,Mortimer,ChairmanCEO,4/4/2023 5:01,New York,Northeast,1937,6,4,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1312,2300,FinanceInvestments,John Armitage,63,United Kingdom,London,Hedge funds,FinanceInvestments,Ireland,Egerton Capital,TRUE,D,M,12/1/1959 0:00,Armitage,John,,4/4/2023 5:01,,,1959,12,1,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
1312,2300,Energy,Lee Bass,66,United States,Fort Worth,"Oil, investments",Energy,United States,,FALSE,U,M,5/24/1956 0:00,Bass,Lee,,4/4/2023 5:01,Texas,South,1956,5,24,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1312,2300,Technology,John Bicket,43,United States,San Francisco,Sensor systems,Technology,United States,,TRUE,U,M,3/20/1980 0:00,Bicket,John,,4/4/2023 5:01,California,West,1980,3,20,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1312,2300,Technology,Sanjit Biswas,41,United States,San Francisco,Sensor systems,Technology,United States,,TRUE,U,M,1/12/1982 0:00,Biswas,Sanjit,,4/4/2023 5:01,California,West,1982,1,12,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1312,2300,FashionRetail,Timothy Boyle,73,United States,Portland,Columbia Sportswear,FashionRetail,United States,,TRUE,E,M,9/7/1949 0:00,Boyle,Timothy,,4/4/2023 5:01,Oregon,West,1949,9,7,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1312,2300,Technology,Morris Chang,91,Taiwan,Hsinchu,Semiconductors,Technology,Taiwan,,TRUE,D,M,7/10/1931 0:00,Chang,Morris,,4/4/2023 5:01,,,1931,7,10,,,,,,,,,,,
1312,2300,Real Estate,Chao Teng-hsiung,78,Taiwan,Taipei,Real estate,Real Estate,Taiwan,,TRUE,D,M,10/4/1944 0:00,Chao,Teng-hsiung,,4/4/2023 5:01,,,1944,10,4,,,,,,,,,,,
1312,2300,FinanceInvestments,Samuel Chen,73,,,Investments,FinanceInvestments,Taiwan,,TRUE,N,M,1/1/1950 0:00,Chen,Samuel,,4/4/2023 5:01,,,1950,1,1,,,,,,,,,,,
1312,2300,Manufacturing,Chu Lam Yiu,53,Hong Kong,Hong Kong,Flavorings,Manufacturing,Hong Kong,,TRUE,E,F,12/1/1969 0:00,Chu,Lam Yiu,,4/4/2023 5:01,,,1969,12,1,,,,,,,,,,,
1312,2300,Technology,K. Dinesh,68,India,Bangalore,Software services,Technology,India,,TRUE,D,M,6/6/1954 0:00,Dinesh,K.,,4/4/2023 5:01,,,1954,6,6,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1312,2300,Diversified,James Duff,62,United States,Hattiesburg,"Tires, diversified",Diversified,United States,,TRUE,U,M,3/7/1961 0:00,Duff,James,,4/4/2023 5:01,Mississippi,South,1961,3,7,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1312,2300,Diversified,Thomas Duff,66,United States,Hattiesburg,"Tires, diversified",Diversified,United States,,TRUE,U,M,12/31/1956 0:00,Duff,Thomas,,4/4/2023 5:01,Mississippi,South,1956,12,31,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1312,2300,Technology,Daniel Ek,40,Sweden,Stockholm,Spotify,Technology,Sweden,Spotify,TRUE,D,M,2/21/1983 0:00,Ek,Daniel,CEO,4/4/2023 5:01,,,1983,2,21,110.51,1.8,"$530,832,908,738 ",67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501
1312,2300,FashionRetail,John Fisher,61,United States,San Francisco,Gap,FashionRetail,United States,"Pisces, Inc.",FALSE,D,M,6/1/1961 0:00,Fisher,John,President,4/4/2023 5:01,California,West,1961,6,1,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1312,2300,FashionRetail,Georg Haub,61,Germany,Berlin,Retail,FashionRetail,Germany,,FALSE,U,M,1/1/1962 0:00,Haub,Georg,,4/4/2023 5:01,,,1962,1,1,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
1312,2300,ConstructionEngineering,Erman Ilicak,55,Turkey,Ankara,Construction,ConstructionEngineering,Turkey,,TRUE,E,M,10/3/1967 0:00,Ilicak,Erman,,4/4/2023 5:01,,,1967,10,3,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,17.9,42.3,83429615,38.963745,35.243322
1312,2300,FinanceInvestments,Justin Ishbia,45,United States,Chicago,Private equity,FinanceInvestments,United States,,FALSE,U,M,9/18/1977 0:00,Ishbia,Justin,,4/4/2023 5:01,Illinois,Midwest,1977,9,18,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1312,2300,Technology,Long Jiang,49,China,Weifang,Manufacturing,Technology,China,,TRUE,U,M,2/1/1974 0:00,Jiang,Long,,4/4/2023 5:01,,,1974,2,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1312,2300,FinanceInvestments,Bruce Karsh,67,United States,Los Angeles,Private equity,FinanceInvestments,United States,Oaktree Capital Group LLC,TRUE,U,M,10/10/1955 0:00,Karsh,Bruce,President,4/4/2023 5:01,California,West,1955,10,10,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1312,2300,Technology,Bom Kim,44,South Korea,Seoul,Online retailing,Technology,United States,Coupang,TRUE,D,M,10/1/1978 0:00,Kim,Bom,,4/4/2023 5:01,,,1978,10,1,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098,35.907757,127.766922
1312,2300,FoodBeverage,Jianping Lai,,China,Foshan,Soy sauce,FoodBeverage,China,,TRUE,D,M,,Lai,Jianping,,4/4/2023 5:01,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1312,2300,Healthcare,Lam Kong,58,Hong Kong,Hong Kong,Pharmaceuticals,Healthcare,China,,TRUE,D,M,6/15/1964 0:00,Lam,Kong,,4/4/2023 5:01,,,1964,6,15,,,,,,,,,,,
1312,2300,FinanceInvestments,Stephen Lansdown,70,Guernsey,St. Peter Port,Financial services,FinanceInvestments,Guernsey,,TRUE,D,M,8/30/1952 0:00,Lansdown,Stephen,,4/4/2023 5:01,,,1952,8,30,,,,,,,,,,,
1312,2300,FashionRetail,Kevin David Lehmann,20,,,Drugstores,FashionRetail,Germany,,FALSE,D,M,9/1/2002 0:00,Lehmann,Kevin David,,4/4/2023 5:01,,,2002,9,1,,,,,,,,,,,
1312,2300,FoodBeverage,Li Haiyan,,China,Chengdu,Restaurants,FoodBeverage,China,,TRUE,U,F,,Li,Haiyan,,4/4/2023 5:01,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1312,2300,FinanceInvestments,Hua Li,45,China,Shenzhen,Financial services,FinanceInvestments,China,,TRUE,U,M,1/1/1978 0:00,Li,Hua,,4/4/2023 5:01,,,1978,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1312,2300,GamblingCasinos,Lim Kok Thay,71,Malaysia,Kuala Lumpur,Casinos,GamblingCasinos,Malaysia,,FALSE,U,M,8/16/1951 0:00,Lim,Kok Thay,,4/4/2023 5:01,,,1951,8,16,121.46,0.7,"$364,701,517,788 ",45.1,105.3,76,12,38.7,32447385,4.210484,101.975766
1312,2300,FoodBeverage,Kishore Mariwala,88,India,Mumbai,Consumer goods,FoodBeverage,India,,FALSE,D,M,2/14/1935 0:00,Mariwala,Kishore,,4/4/2023 5:01,,,1935,2,14,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1312,2300,FoodBeverage,Clayton Mathile,82,United States,Brookville,Pet food,FoodBeverage,United States,,TRUE,E,M,1/11/1941 0:00,Mathile,Clayton,"Investor, Philanthropist",4/4/2023 5:01,Ohio,,1941,1,11,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1312,2300,FashionRetail,Mi Enhua,65,China,Urumqi,Retail,FashionRetail,China,,TRUE,D,M,4/1/1958 0:00,Mi,Enhua,,4/4/2023 5:01,,,1958,4,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1312,2300,FoodBeverage,Vadim Moshkovich,55,Russia,Moscow,"Agriculture, land",FoodBeverage,Russia,,TRUE,U,M,4/6/1967 0:00,Moshkovich,Vadim,,4/4/2023 5:01,,,1967,4,6,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
1312,2300,FoodBeverage,David Murdock,99,United States,Ventura,"Dole, real estate",FoodBeverage,United States,,TRUE,E,M,4/10/1923 0:00,Murdock,David,,4/4/2023 5:01,California,West,1923,4,10,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1312,2300,FashionRetail,David Nahmad,75,United States,New York,Art collection,FashionRetail,Monaco,,TRUE,U,M,4/14/1947 0:00,Nahmad,David,,4/4/2023 5:01,New York,Northeast,1947,4,14,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1312,2300,FinanceInvestments,Lirio Parisotto,69,Brazil,Manaus,Investments,FinanceInvestments,Brazil,,TRUE,D,M,12/18/1953 0:00,Parisotto,Lirio,,4/4/2023 5:01,,,1953,12,18,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528
1312,2300,FoodBeverage,Augusto Perfetti,,Switzerland,Lugano,Candy,FoodBeverage,Italy,,FALSE,Split Family Fortune,M,,Perfetti,Augusto,,4/4/2023 5:01,,,,,,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
1312,2300,FoodBeverage,Giorgio Perfetti,,Switzerland,Lugano,Candy,FoodBeverage,Italy,,FALSE,Split Family Fortune,M,,Perfetti,Giorgio,,4/4/2023 5:01,,,,,,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
1312,2300,FashionRetail,Alberto Prada,69,Italy,Milan,Luxury goods,FashionRetail,Italy,,FALSE,U,M,2/21/1954 0:00,Prada,Alberto,,4/4/2023 5:01,,,1954,2,21,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738
1312,2300,FashionRetail,Marina Prada,77,Italy,Milan,Luxury goods,FashionRetail,Italy,,FALSE,U,F,7/14/1945 0:00,Prada,Marina,,4/4/2023 5:01,,,1945,7,14,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738
1312,2300,Diversified,Filiz Sahenk,56,Turkey,Istanbul,Diversified,Diversified,Turkey,,FALSE,U,F,2/14/1967 0:00,Sahenk,Filiz,,4/4/2023 5:01,,,1967,2,14,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,17.9,42.3,83429615,38.963745,35.243322
1312,2300,FoodBeverage,Richard Sands,72,United States,Delray Beach,Liquor,FoodBeverage,United States,,FALSE,Split Family Fortune,M,3/3/1951 0:00,Sands,Richard,,4/4/2023 5:01,Florida,South,1951,3,3,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1312,2300,FinanceInvestments,Stephan Schmidheiny,75,Switzerland,Hurden,Investments,FinanceInvestments,Switzerland,,FALSE,E,M,10/29/1947 0:00,Schmidheiny,Stephan,,4/4/2023 5:01,,,1947,10,29,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
1312,2300,Healthcare,Alberto Siccardifamily,78,Switzerland,Lugano,Medical devices,Healthcare,Switzerland,,FALSE,D,M,5/1/1944 0:00,Siccardi,Alberto,,4/4/2023 5:01,,,1944,5,1,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
1312,2300,Real Estate,Stefan Soloviev,47,United States,Delray Beach,"Real estate, grains",Real Estate,United States,,FALSE,N,M,5/21/1975 0:00,Soloviev,Stefan,,4/4/2023 5:01,Florida,South,1975,5,21,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1312,2300,FashionRetail,Tang Yiu,89,Hong Kong,Hong Kong,Fashion retail,FashionRetail,Hong Kong,,TRUE,D,M,4/1/1934 0:00,Tang,Yiu,,4/4/2023 5:01,,,1934,4,1,,,,,,,,,,,
1312,2300,Technology,Tian Ming,69,China,Hefei,Measuring instruments,Technology,China,,TRUE,U,M,12/20/1953 0:00,Tian,Ming,,4/4/2023 5:01,,,1953,12,20,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1312,2300,FinanceInvestments,T.Y. Tsai,70,Taiwan,Taipei,Finance,FinanceInvestments,Taiwan,,FALSE,D,M,1/1/1953 0:00,Tsai,T.Y.,,4/4/2023 5:01,,,1953,1,1,,,,,,,,,,,
1312,2300,Technology,Jayshree Ullal,62,United States,Saratoga,Computer networking,Technology,United States,Arista,TRUE,U,F,3/27/1961 0:00,Ullal,Jayshree,CEO,4/4/2023 5:01,California,West,1961,3,27,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1312,2300,FinanceInvestments,Georg von Opel,56,United Kingdom,London,"Real estate, investments",FinanceInvestments,Switzerland,,FALSE,U,M,5/4/1966 0:00,von Opel,Georg,,4/4/2023 5:01,,,1966,5,4,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
1312,2300,Real Estate,Lang Walker,77,Australia,Sydney,Real estate,Real Estate,Australia,,TRUE,U,M,7/5/1945 0:00,Walker,Lang,,4/4/2023 5:01,,,1945,7,5,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136
1312,2300,Manufacturing,Xicheng Wangfamily,74,China,Zhaoyuan,Tires,Manufacturing,China,,TRUE,D,M,11/1/1948 0:00,Wang,Xicheng,,4/4/2023 5:01,,,1948,11,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1312,2300,Real Estate,Wang Zhenhua,61,China,Shanghai,Real estate,Real Estate,China,,TRUE,D,M,3/1/1962 0:00,Wang,Zhenhua,,4/4/2023 5:01,,,1962,3,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1312,2300,FoodBeverage,Paul-Heinz Wesjohannfamily,79,Germany,Rechterfeld,Chicken processing,FoodBeverage,Germany,,TRUE,D,M,5/25/1943 0:00,Wesjohann,Paul-Heinz,,4/4/2023 5:01,,,1943,5,25,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
1312,2300,FashionRetail,Xie Bingkunfamily,56,China,Fuzhou,Pearlescent pigments,FashionRetail,China,,TRUE,U,M,8/25/1966 0:00,Xie,Bingkun,,4/4/2023 5:01,,,1966,8,25,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1312,2300,Manufacturing,Xu Shugen,57,China,Hangzhou,"Construction, mining machinery",Manufacturing,China,,TRUE,U,M,6/12/1965 0:00,Xu,Shugen,,4/4/2023 5:01,,,1965,6,12,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1312,2300,Healthcare,Christoph Zeller,65,Liechtenstein,Vaduz,Dental materials,Healthcare,Liechtenstein,,FALSE,E,M,5/4/1957 0:00,Zeller,Christoph,,4/4/2023 5:01,,,1957,5,4,,,"$6,552,858,739 ",35.6,104.7,83,,21.6,38019,47.1410392,9.520935
1312,2300,Manufacturing,Zhang Jingzhangfamily,87,China,Ningbo,Precision machinery,Manufacturing,China,,TRUE,U,M,1/1/1936 0:00,Zhang,Jingzhang,,4/4/2023 5:01,,,1936,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1368,2200,Real Estate,George Argyrosfamily,86,United States,Newport Beach,"Real estate, investments",Real Estate,United States,ArnelAffiliates,TRUE,D,M,2/4/1937 0:00,Argyros,George,Investor,4/4/2023 5:01,California,West,1937,2,4,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1368,2200,FinanceInvestments,Brian Armstrong,40,United States,San Francisco,Cryptocurrency,FinanceInvestments,United States,,TRUE,D,M,1/25/1983 0:00,Armstrong,Brian,,4/4/2023 5:01,California,West,1983,1,25,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1368,2200,Energy,Albert Avdolyan,52,Russia,Moscow,"Oil, mining",Energy,Russia,,TRUE,R,M,11/8/1970 0:00,Avdolyan,Albert,,4/4/2023 5:01,,,1970,11,8,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
1368,2200,Diversified,Sezai Bacaksiz,73,Turkey,Ankara,Diversified,Diversified,Turkey,,TRUE,U,M,7/27/1949 0:00,Bacaksiz,Sezai,,4/4/2023 5:01,,,1949,7,27,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,17.9,42.3,83429615,38.963745,35.243322
1368,2200,Technology,Aneel Bhusri,57,United States,San Francisco,Business software,Technology,United States,Workday,TRUE,D,M,2/4/1966 0:00,Bhusri,Aneel,Investor,4/4/2023 5:01,California,West,1966,2,4,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1368,2200,FashionRetail,Brett Blundy,63,Bahamas,Paradise Island,"Retail, agribusiness",FashionRetail,Australia,,TRUE,E,M,1/17/1960 0:00,Blundy,Brett,,4/4/2023 5:01,,,1960,1,17,,,,,,,,,,,
1368,2200,FinanceInvestments,J. Hyatt Brown,85,United States,Ormond Beach,Insurance,FinanceInvestments,United States,,FALSE,D,M,7/12/1937 0:00,Brown,J. Hyatt,,4/4/2023 5:01,Florida,South,1937,7,12,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1368,2200,FinanceInvestments,Chen Jinxia,55,China,Shanghai,Investments,FinanceInvestments,China,,FALSE,D,F,3/28/1968 0:00,Chen,Jinxia,,4/4/2023 5:01,,,1968,3,28,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1368,2200,Healthcare,Chen Xueli,71,China,Weihai,Pharmaceuticals,Healthcare,China,,TRUE,U,M,10/1/1951 0:00,Chen,Xueli,,4/4/2023 5:01,,,1951,10,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1368,2200,FinanceInvestments,Dermot Desmond,72,Ireland,Dublin,Finance,FinanceInvestments,Ireland,,TRUE,U,M,7/1/1950 0:00,Desmond,Dermot,,4/4/2023 5:01,,,1950,7,1,,,,,,,,,,,
1368,2200,Healthcare,Dong Wei,52,China,Lianyungang,Pharmaceuticals,Healthcare,China,,TRUE,D,M,1/1/1971 0:00,Dong,Wei,,4/4/2023 5:01,,,1971,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1368,2200,FashionRetail,Tom Ford,61,United States,Los Angeles,Fashion,FashionRetail,United States,,TRUE,N,M,8/27/1961 0:00,Ford,Tom,,4/4/2023 5:01,California,West,1961,8,27,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
